k_Mpc^-1,P_Mpc^3,Delta2
0.0007636246387200177,51852.103629192745,1.1697052449319742e-06
0.0007729211126088277,52398.125317015794,1.2257206963942886e-06
0.000782330763079931,52948.83246768859,1.2843928267480198e-06
0.0007918549679609786,53504.236247734385,1.3458459912715028e-06
0.0008014951218534882,54064.34715882485,1.4102102676742786e-06
0.0008112526363370556,54629.17502155298,1.4776217137765913e-06
0.0008211289401760427,55198.728959076565,1.5482226364785647e-06
0.0008311254795287909,55773.01738063588,1.6221618724968626e-06
0.0008412437181593767,56352.04796495007,1.6995950813658147e-06
0.0008514851376519461,56935.82764349578,1.7806850512201248e-06
0.0008618512376276612,57524.362583672424,1.8656020178971002e-06
0.0008723435359642811,58117.658171858166,1.954523997917854e-06
0.0008829635690184235,58715.71899636234,2.0476371359295617e-06
0.0008937128918505274,59318.54883027807,2.1451360672138907e-06
0.0009045930784525562,59926.15061423966,2.2472242958909736e-06
0.0009156057219784764,60538.526439091744,2.3541145894734295e-06
0.0009267524349775288,61155.67709721803,2.466029373060744e-06
0.0009380348496303625,61777.6004083459,2.5832010861727596e-06
0.00094945461798802,62404.29256738473,2.7058726733731367e-06
0.0009610134122138463,63035.74872029351,2.834298070747618e-06
0.0009727129248283388,63671.96294407563,2.9687426898036456e-06
0.0009845548689569768,64312.92822662959,3.109483921934084e-06
0.0009965409785810733,64958.63644655774,3.2568116642837317e-06
0.0010086730087916712,65609.07835294293,3.4110288678853627e-06
0.0010209527360465394,66264.24354510136,3.572452108965249e-06
0.0010333819584302944,66924.12045232153,3.7414121843520235e-06
0.001045962495917687,67588.69631359616,3.9182547319579236e-06
0.0010586961906400994,68257.95715735898,4.103340877338378e-06
0.0010715849071552784,68931.88778123456,4.297047907373087e-06
0.0010846305327203599,69610.47173181213,4.499769972151379e-06
0.0010978349775682137,70293.69128445222,4.71191881618446e-06
0.001111200175187153,70981.52742313754,4.933924540109242e-06
0.0011247280826040546,71673.95982037924,5.166236394091554e-06
0.0011384206806709077,72370.9668171865,5.409323604180517e-06
0.0011522799743548804,73072.52540311558,5.663676232913316e-06
0.0011663079930318895,73778.61072842932,5.929806037902619e-06
0.0011805067907837597,74489.19408544475,6.208247231479258e-06
0.0011948784466990015,75204.24444485929,6.499557548278069e-06
0.001209425065177234,75923.72920206157,6.804319307521136e-06
0.0012241487762373413,76647.61415594042,7.123140458811063e-06
0.001239051735829353,77375.86348749064,7.45665567033737e-06
0.0012541361261501382,78108.43973861786,7.805527461142689e-06
