M_h_inv_Msun,hmf_press_schechter_z0,hmf_sheth_tormen_z0,cumulative_press_schechter_z0,cumulative_sheth_tormen_z0
100000000.0,17.559722065173148,11.780906952639619,17.61681085825682,12.030992830611924
122633068.41775644,14.37831474998032,9.669378993189143,14.358707489329786,9.842779155831703
150388694.6955407,11.763506843119046,7.931609075820491,11.691894951811715,8.047244920086966
184426270.8585533,9.616976696130692,6.5029049274541935,9.51080204833471,6.574733037935837
226167594.92228645,7.855897771570537,5.328758436984971,7.728337099172683,5.367746444151198
277356261.41984177,6.411839910919578,4.364134761819786,6.272838613798266,4.378942775082475
340130493.8279246,5.228572228177065,3.5720306798510064,5.0853621816809715,3.5693486377997075
417112461.20565164,4.259586999678903,2.9218325630027357,4.117444093161302,2.906888454935399
511517809.92931455,3.46667170406633,2.3883824445758712,3.3292632272688034,2.365176091522068
627289985.8196256,2.8183267526827414,1.9509329976277636,2.6881100228890022,1.9225083614137148
769264957.487913,2.2886060181302232,1.5923847087411065,2.1671351438828284,1.561042958166964
943373221.6299773,1.8561805830276772,1.2986719326677476,1.744311935716541,1.2661168348848997
1156887528.3162832,1.5035033953359616,1.0582131547082738,1.4015796083731409,1.0256832951593053
1418726674.116599,1.2161464144154273,0.8614757631161284,1.124139255394127,0.8298495635290591
1739828052.9303622,0.9822547359221341,0.7006179378827956,0.8998731793161715,0.6704952870198208
2133604526.501411,0.7920923640963486,0.5691906355395926,0.7188662408598525,0.5409579702803969
2616504698.7488236,0.6376675205326449,0.4618918213559257,0.5730117688449562,0.43577388379769233
3208699997.370444,0.5124239221537584,0.37436402656453066,0.4556871873223755,0.3504646955353194
3934927263.095845,0.41098601090248166,0.3030272837409875,0.36148712639803704,0.2813617972275199
4825522042.741279,0.3289492268400381,0.2449416119374698,0.28600391793317176,0.2254617018205862
5917685748.18883,0.26270733392125406,0.19769380217784088,0.22564710123147855,0.18030701863569937
7257039612.324202,0.20930971877435467,0.15930379513585644,0.17749510120469933,0.14388852863149454
8899530352.885223,0.1663441201440131,0.12814772728815546,0.13917342710763578,0.11456466069830537
10913767146.51274,0.1318401496911445,0.10289459787190476,0.10875467658349508,0.09099527907583915
13383887531.73759,0.10418977088864842,0.08245401805086613,0.08467649407467741,0.07208726185928248
