M_h_hinv_Msun,M_Msun,R_Mpc,sigma,dlnsigma_dlnM
7257039612.324202,13194617476.953093,0.5724839001245617,2.529368249880625,-0.09411671367162011
8899530352.885223,16180964277.973131,0.6127723247155874,2.480966088869255,-0.09529763698240679
10913767146.51274,19843212993.659523,0.6558960380469141,2.4328978460691335,-0.09650331693933634
13383887531.73759,24334340966.795616,0.7020545729203943,2.3851680022216732,-0.09773447167914817
16413071953.751266,29841949006.82048,0.751461504213542,2.337781087777351,-0.0989918333095301
20127853758.499386,36596097742.72615,0.8043454370874248,2.290741680541023,-0.10027616130359629
24683404670.686512,44878917583.06638,0.8609510647394538,2.2440544060743433,-0.10158823636435343
30270016537.634556,55036393704.7901,0.9215403005952933,2.1977239418727867,-0.10292885589905221
37121050090.663574,67492818346.66104,0.9863934901785224,2.151755021994839,-0.10429883572086385
45522682755.0731,82768514100.1329,1.0558107082653354,2.1061524393670776,-0.10569901712362895
55825862688.62701,101501568524.77637,1.1301131473262245,2.060921044103881,-0.10713027466332314
68460968385.74672,124474487974.08493,1.209644603678923,2.016065739701711,-0.10859351486752411
83955786199.95103,152646883999.91095,1.2947730682290257,1.9715914834589265,-0.11008966862020064
102957556731.25127,187195557693.1841,1.3858924291586274,1.9275032895837219,-0.1116196904897655
126260010987.48578,229563656340.8832,1.4834242944412703,1.883806230080811,-0.11318456112121722
154836525658.5496,281520955742.81744,1.5878199426159834,1.8405054357270212,-0.11478529121083669
189880782446.52612,345237786266.41113,1.699562410846604,1.7976060939014942,-0.11642292867332071
232856629849.81964,423375690636.0357,1.8191687299277814,1.7551134445111294,-0.11809854586141322
285559230199.01117,519198600361.83844,1.94719231657904,1.713032787470742,-0.11981323757864226
350190046143.172,636709174805.7672,2.0842255340959865,1.6713694795661835,-0.12156813229670016
429448798878.92725,780815997961.6858,2.2309024332067637,1.630128933228621,-0.12336438961498897
526646239348.4281,957538616997.142,2.387901685815667,1.5893166151118128,-0.12520321112437816
645842443019.6991,1174258987308.5437,2.5559497252082775,1.548938037628787,-0.12708582888955378
792016405019.254,1440029827307.7344,2.73582410724784,1.5089987650083494,-0.12901349252035066
971274019847.1168,1765952763358.394,2.9283571081150828,1.4695044122365404,-0.13098748753054357
1191103133283.008,2165642060514.5598,3.1344395752381202,1.4304606381567,-0.1330091353281827
1460686320364.9858,2655793309754.5195,3.3550250492307137,1.3918731438587126,-0.1350798043856447
1791284454622.0022,3256880826585.4585,3.5911341759109985,1.3537476592033526,-0.13720090679865415
2196707090793.235,3994012892351.3364,3.8438594288149934,1.3160899430902064,-0.13937386613427094
2693889309590.164,4897980562891.207,4.114370164055962,1.27890578699321,-0.14160013147181916
3303599120128.346,6006543854778.811,4.403918030918368,1.2422010050390397,-0.143881179633713
4051304969235.378,7366009034973.414,4.7138427632210655,1.2059814341237693,-0.14621851997990565
4968239594734.388,9033162899517.068,5.045578378246506,1.170252920162345,-0.14861370982861283
6092704661368.687,11077644838852.156,5.400659811918027,1.1350213091816648,-0.1510683193077185
7471670675868.066,13584855774305.574,5.780730020926343,1.1002924492264212,-0.15358394465458597
9162739011886.73,16659525476157.69,6.187547584666555,1.0660721726592888,-0.15616222604159802
11236548001387.516,20430087275250.027,6.622994842159702,1.032366287748457,-0.1588048417496312
13779723598335.54,25054042906064.613,7.089086601608378,0.9991805628190736,-0.1615135275243011
16898497868124.621,30724541578408.4,7.587979462885372,0.9665207086124064,-0.16429002490211614
20723146452190.297,37678448094891.445,8.121981796090177,0.9343923821737188,-0.16713605500770462
25413430367026.39,46206237030957.07,8.693564422344407,0.9028011755517822,-0.17005333953460436
31165269449294.367,56664126271444.3,9.305372046245513,0.8717526058636073,-0.17304358563275185
38218926206331.15,69488956738783.9,9.960235492876976,0.8412521051718564,-0.17610851773455544
46869041923141.92,85216439860258.03,10.661184805995335,0.811304995032012,-0.17924985666111526
57476944248353.586,104503534997006.52,11.411463267999027,0.7819164800745882,-0.18246927967132975
70485740364518.89,128155891571852.52,12.214542406549466,0.7530916317390686,-0.1857684781123654
86438826205982.61,157161502192695.66,13.074138057279695,0.7248353582182909,-0.18914916585898445
106002584880688.25,192731972510342.25,13.994227556912373,0.6971523834034626,-0.1926131105638823
129994222441324.22,236353131711498.56,14.979068146339658,0.670047207500625,-0.19616212671402145
159415903745600.28,289847097719273.2,16.03321666881574,0.6435240882043826,-0.19979794779988547
195496614309125.94,355448389652956.25,17.161550654404852,0.6175870350291096,-0.20352221891492284
239743496780107.84,435897266872923.3,18.369290888243075,0.5922397857454699,-0.20733647202068428
294004806433471.4,534554193515402.44,19.662025567035908,0.5674857990134713,-0.21124214190885926
360547115425049.9,655540209863727.0,21.0457361555642,0.5433282205890139,-0.21524069517544042
442149990737448.7,803909074068088.5,22.526825062835798,0.5197698420586098,-0.2193336065340339
