M_h_inv_Msun,hmf_press_schechter_z0,hmf_sheth_tormen_z0,cumulative_press_schechter_z0,cumulative_sheth_tormen_z0
100000000.0,13.68799887089111,10.541897679003696,15.461445490316907,11.60539459566445
122633068.41775644,11.418673709965983,8.752034176771618,12.90023188186408,9.637157639117246
150388694.6955407,9.525403846737877,7.26591338295151,10.763658176927143,8.003114532157454
184426270.8585533,7.946510082608319,6.032489169103625,8.981291215417569,6.646501086974082
226167594.92228645,6.629750617975582,5.0087723756811355,7.494319290067439,5.520145962378567
277356261.41984177,5.531538520867491,4.1590645099484425,6.2537064952647,4.5849050013978
340130493.8279246,4.61552778936188,3.453737355164012,5.218571144853999,3.808298237893533
417112461.20565164,3.8514354034854588,2.8682198799093586,4.354828596654892,3.163374747917696
511517809.92931455,3.214020094887508,2.3821279392114816,3.6340584223487853,2.627769631782316
627289985.8196256,2.6822401334763875,1.978548993628147,3.032561673337949,2.1829227462985323
769264957.487913,2.2385549838254826,1.6434513244553552,2.5305753038478302,1.8134306730411258
943373221.6299773,1.8683421718690392,1.365193052867022,2.111617321669774,1.5065090410575817
1156887528.3162832,1.5594112935788418,1.1341148167931523,1.761941003796402,1.251546488498243
1418726674.116599,1.3015994340451287,0.9422021835902559,1.4700799622377834,1.0397346149926026
1739828052.9303622,1.0864324175959397,0.7828044596090032,1.2264690394385103,0.8637610575646044
2133604526.501411,0.9068439099831709,0.6504024737536074,1.0231284159783143,0.7175549408585591
2616504698.7488236,0.7569412308698142,0.5404158724311516,0.8534002638079851,0.5960756749932283
3208699997.370444,0.6318097717809726,0.44904298055408964,0.7117292416808378,0.4951377481887768
3934927263.095845,0.5273504558031105,0.3731282910289101,0.5934795238138325,0.4112653735252021
4825522042.741279,0.44014394966758286,0.31005231759467083,0.49478226198380765,0.34157189000194277
5917685748.18883,0.3673377321866811,0.25764039605020655,0.41240842030960695,0.28365970355333375
7257039612.324202,0.30655191079790056,0.21408699002913184,0.34366273851330664,0.23553725336344022
8899530352.885223,0.25580069416189427,0.17789288082431282,0.28629531397971364,0.1955501074668186
10913767146.51274,0.2134269859294992,0.1478130959587988,0.23842786695572415,0.16232377779669838
13383887531.73759,0.17804783189566034,0.1228136877269074,0.19849224316681655,0.13471625637165147
16413071953.751266,0.14850895066326367,0.10203587992744362,0.16517912002280433,0.11177861815311066
20127853758.499386,0.1238468503901658,0.0847663365499882,0.13739521589323128,0.09272231439998238
24683404670.686512,0.10325720549450312,0.07041246583704956,0.11422758997253715,0.07689201832482141
30270016537.634556,0.08606849751494282,0.05848193351616574,0.09491385712259301,0.06374307998527748
37121050090.663574,0.07172004063530553,0.04856566548219193,0.07881733338505766,0.052822805049448654
45522682755.0731,0.05974365466163883,0.0403237401820883,0.06540629278110457,0.043754906676956855
55825862688.62701,0.04974837382817632,0.03347367523327852,0.05423665361517848,0.03622659148418213
68460968385.74672,0.04140768439197673,0.02778069917458374,0.04493752661798386,0.029977832840223036
83955786199.95103,0.03444887663476175,0.02304967450033272,0.037199151261137625,0.02479246053094302
102957556731.25127,0.02864416471945093,0.019118394149441203,0.030762824201282644,0.020490758227694642
126260010987.48578,0.023803276564431406,0.015852014959109074,0.02541248954772799,0.01692331266462656
154836525658.5496,0.01976726874123984,0.01313843413263591,0.02096771602366971,0.01396590233915204
189880782446.52612,0.01640336345589961,0.010884448669965975,0.017277831786270115,0.011515249663050108
232856629849.81964,0.013600635353512145,0.00901256293139951,0.014217025946261647,0.009485490573435954
285559230199.01117,0.011266413253325606,0.007458338242223833,0.011680257161438608,0.007805240190056573
350190046143.172,0.009323276602126692,0.006168191349143097,0.009579835702490812,0.0064151534347130935
429448798878.92725,0.007706545358782981,0.005097563733044406,0.007842567985498866,0.005265896991706987
526646239348.4281,0.006362184601903719,0.00420940084518367,0.0064073709273099345,0.00431646316074521
645842443019.6991,0.005245052922702573,0.0034728871938971926,0.005223278745885885,0.003532767885858372
792016405019.254,0.004317439883906363,0.0028623953318618407,0.004247777646401575,0.002886485039491113
971274019847.1168,0.0035478454296347128,0.002356612956388906,0.0034454142223146597,0.0023540769711799117
1191103133283.008,0.0029099590104838696,0.0019378164774797879,0.0027866325155993664,0.0019159882092723958
1460686320364.9858,0.002381806845457289,0.0015912671902581805,0.0022468022103554843,0.001555974866760786
1791284454622.0022,0.0019450389783448666,0.001304708922459939,0.0018054065467162908,0.0012605468921552104
2196707090793.235,0.0015843333174844689,0.001067950157059484,0.0014453637603110978,0.0010185041960108466
2693889309590.164,0.0012868984159650637,0.0008725170559678848,0.001152460040590809,0.0008205508026746248
3303599120128.346,0.0010420575487810398,0.0007113646346557282,0.0009148756418145546,0.0006589738622361856
4051304969235.378,0.0008409010506887796,0.0005786365007994597,0.0007227888898332349,0.000527376636343077
4968239594734.388,0.0006759957199708887,0.000469464993294221,0.0005680452996932177,0.0004204563823322254
6092704661368.687,0.000541141669133036,0.0003798047429720079,0.00044388114236451696,0.0003338196048473949
7471670675868.066,0.00043116940633244135,0.00030629442058408853,0.0003446925163085775,0.0002638283900104363
9162739011886.73,0.00034177014641241087,0.00024614166183733907,0.000265842429956991,0.00020747258230468057
