k_Mpc^-1,P_Mpc^3,Delta2
0.0001,2016.5315025970426,1.0215867934759717e-10
0.00010121741408244667,2040.1891987999074,1.0717818938586005e-10
0.00010244964913537472,2064.12376461139,1.1244429324733704e-10
0.00010369688559136586,2088.3384167135723,1.1796910266529518e-10
0.00010495930607961376,2112.8364086983142,1.2376532407856256e-10
0.00010623709545266527,2137.621031483084,1.2984628782175656e-10
0.00010753044081348831,2162.6956137314164,1.362259787476451e-10
0.0001088395315428687,2188.0635222779492,1.4291906835185584e-10
0.00011016455932714056,2213.728162558126,1.4994094847360516e-10
0.00011150571818625436,2239.6929790426398,1.5730776664972712e-10
0.00011286320450218712,2265.9614553629285,1.6503646318021974e-10
0.00011423721704769732,2292.5371101191513,1.7314480968167317e-10
0.00011562795701543115,2319.4234980898486,1.816514498938408e-10
0.00011703562804738238,2346.6242143273084,1.905759427278747e-10
0.00011846043626471099,2374.142894707052,1.9993880717434013e-10
0.00011990259029792533,2401.983216378384,2.0976156940548934e-10
0.0001213623013174306,2430.1488982196897,2.2006681218692965e-10
0.00012283978306445035,2458.643701298641,2.308782267118499e-10
0.0001243352518823239,2487.4714293371894,2.42220666976464e-10
0.00012584892674818486,2516.6359291815,2.541202068211773e-10
0.0001273810293050251,2546.1410912768542,2.6660419976805415e-10
0.00012893178389415,2575.9908501475716,2.79701341791571e-10
0.00013050141758802708,2606.1891848819687,2.9344173716631587e-10
0.00013209016022353622,2636.7401196224646,3.0785696754236984e-10
0.00013369824443562392,2667.6477240608206,3.229801644064386e-10
0.00013532590569136703,2698.9161139385947,3.388460850945595e-10
0.00013697338232445224,2730.549451552924,3.5549119253033764e-10
0.00013864091557007363,2762.5519462675265,3.729537388711203e-10
0.00014032874960025668,2794.9278550291274,3.9127385325352275e-10
0.00014203713155961153,2827.681482393166,4.104936337669944e-10
0.0001437663116015214,2860.817172743673,4.3065724274614937e-10
0.00014551654292477246,2894.3393116333395,4.5181100793853255e-10
0.00014728808181062818,2928.2523332717087,4.740035296305341e-10
0.00014908118766035632,2962.5607212786226,4.972857920705633e-10
0.00015089612303321225,2997.2690092097982,5.217112803141306e-10
0.00015273315368488462,3032.381781087621,5.473361027902586e-10
0.00015459254860640913,3067.9036719371984,5.742191198690441e-10
0.00015647458006355676,3103.8393683276763,6.024220787238616e-10
0.00015837952363669978,3140.1936089189276,6.320097547960163e-10
0.00016030765826116492,3176.971185013553,6.630501001847205e-10
0.0001622592662680768,3214.1769411144046,6.956143993010171e-10
0.000164234633425699,3251.8157754875165,7.297774321407937e-10
0.00016623404898127796,3289.8926407305926,7.656176455493926e-10
0.0001682578057033973,3328.4125443470525,8.03217332868512e-10
0.00017030619992484621,3367.3805493256727,8.426628223751192e-10
0.00017237953158601106,3406.8017747259983,8.840446749422048e-10
0.00017447810427879474,3446.6813962692972,9.27457891372023e-10
0.0001766022252910706,3487.024646935465,9.730021298746485e-10
0.00017875220565167826,3527.8368168173606,1.0207819339710869e-09
0.0001809283601759658,3569.123239465031,1.0709069674539837e-09
0.00018313100751188785,3610.8892928758223,1.1234922646561142e-09
0.00018536047018666402,3653.140412821886,1.1786584969093284e-09
0.00018761707465400564,3695.882093932059,1.236532248594072e-09
0.00018990115134191797,3739.1198902819547,1.297246306535059e-09
0.00019221303470108283,3782.8594159890986,1.3609399635395769e-09
0.0001945530632538319,3827.1063458134404,1.4277593367685463e-09
0.0001969215796437154,3871.8664157629264,1.4978577016637044e-09
0.0001993189306856742,3917.1454237043986,1.5713958421897694e-09
0.00020174546741682373,3962.9492299798126,1.6485424181873059e-09
0.00020420154514785396,4009.283758027719,1.7294743506706005e-09
0.00020668752351505763,4056.154995010159,1.8143772259457402e-09
0.0002092037665329902,4103.5689924449125,1.9034457194663776e-09
0.00021175064264777167,4151.5318668432255,1.9968840403895347e-09
0.00021432852479103673,4200.049800352878,2.094906397840414e-09
0.000216937790434543,4249.129041406963,2.1977374899445914e-09
0.00021957882164544174,4298.775905377964,2.3056130167369053e-09
0.0002222520051422238,4348.996775237471,2.41878021811091e-09
0.0002249577323513453,4399.798101172149,2.537498437423754e-09
0.00022769639946454325,4451.186378338284,2.6620396994293615e-09
0.0002304684074968484,4503.168146419404,2.7926893275589837e-09
0.00023327416234530558,4555.750012044696,2.9297466057400675e-09
0.00023611407484840682,4608.938650392525,3.073525460861217e-09
0.00023898856084624999,4662.740805814576,3.2243551779265885e-09
0.00024189804124142883,4717.163292464427,3.3825811500626536e-09
0.0002448429420606644,4772.212994930252,3.5485656650712905e-09
0.0002478236945171876,4827.8968688718,3.722688730305643e-09
0.0002508407350738795,4884.221941661713,3.9053489377309664e-09
0.0002538945055071816,4941.1953130309585,4.096964371123059e-09
0.00025698545297178437,4998.824155718729,4.2979735574515876e-09
0.00026011403006610194,5057.115716126425,4.508836464594318e-09
0.0002632806948985462,5116.077314976021,4.730035547632893e-09
0.0002664859111546045,5175.71634797265,4.9620768460889525e-09
0.000269730148164737,5236.040286471524,5.205491134574483e-09
0.00027301388097309873,5297.056678149038,5.46083512944913e-09
0.00027633759040709944,5358.773147678259,5.728692754203528e-09
0.00027970176314780893,5421.197397408543,6.009676466418405e-09
0.000283106891801222,5484.337206706469,6.30442864774423e-09
