M_h_inv_Msun,hmf_press_schechter_z0,hmf_sheth_tormen_z0,cumulative_press_schechter_z0,cumulative_sheth_tormen_z0
100000000.0,16.588694812671665,18.335926623929787,19.461603272784476,20.5000850713397
122633068.41775644,13.917527699164626,15.256071648640749,16.34956395382755,17.07325569625035
150388694.6955407,11.677758154390524,12.69424092361694,13.738505310781889,14.221953091732468
184426270.8585533,9.800656997538542,10.564427522104182,11.547422083884518,11.8492604162764
226167594.92228645,8.227307454313971,8.793640231085254,9.70833059383996,9.874480747519158
277356261.41984177,6.908183823505709,7.321024383351186,8.16430973219349,8.23057121816093
340130493.8279246,5.802070253722596,6.096276476001647,6.867695232416621,6.861828568612005
417112461.20565164,4.874272505938314,5.077406400422048,5.778566664045522,5.721964711803936
511517809.92931455,4.095902002664162,4.229693610330983,4.8634898872389245,4.772517064928287
627289985.8196256,3.442746288366396,3.5242637325856716,4.094447771835342,3.98151057045624
769264957.487913,2.8945186000456586,2.937112707770554,3.4479626981841807,3.322364472339099
943373221.6299773,2.4342489440722894,2.4483138226364085,2.9043577299701604,2.772979536020695
1156887528.3162832,2.047729953067896,2.0413132401814695,2.4471364352253366,2.314978026934432
1418726674.116599,1.7230617237196961,1.7023539580543876,2.062465669869002,1.933074318158979
1739828052.9303622,1.4502759457535639,1.4200024335090602,1.738743137657874,1.6145525524906255
2133604526.501411,1.2210208305465289,1.1847548513722432,1.466235435426852,1.3488327609384274
2616504698.7488236,1.0282978986962532,0.9887105399044923,1.2367750909494608,1.1271104630229432
3208699997.370444,0.8662421227096999,0.8253010951439417,1.0435068803191496,0.9420572158985033
3934927263.095845,0.7299359803206651,0.6890635301349902,0.8806755427203611,0.7875719381727222
4825522042.741279,0.6152559958901453,0.5754539708297823,0.7434481190401848,0.6585743810027139
5917685748.18883,0.5187439043024779,0.48069248235260126,0.6277650882839704,0.5508334344595872
7257039612.324202,0.4374982766543432,0.40163369987616954,0.5302157025995227,0.4608244610386509
8899530352.885223,0.3690845990584291,0.33566009128925756,0.44793355107317,0.38561071515977596
10913767146.51274,0.31145942434085555,0.28059276253420684,0.3785090342134379,0.3227447503300125
13383887531.73759,0.2629072087839535,0.23461766538417855,0.3199160194575864,0.2701864531302677
16413071953.751266,0.22198734492204528,0.1962242107803981,0.27045034352554836,0.22623486724128675
20127853758.499386,0.1874897453348848,0.16415420569429146,0.2286782491734135,0.1894714888407808
24683404670.686512,0.1583977298864384,0.1373594958072797,0.19339313898299734,0.1587130921263706
30270016537.634556,0.13385687234443794,0.1149667008257577,0.16357929320331357,0.1329724733126123
37121050090.663574,0.11314889558902416,0.09624789874549074,0.13838142868502273,0.11142578268749688
45522682755.0731,0.09566985502598757,0.08059630184640118,0.11707914643105839,0.0933853286339692
55825862688.62701,0.0809117821516113,0.06750596944785135,0.09906547732832799,0.07827693259064655
68460968385.74672,0.0684473018866887,0.05655494150452177,0.08382886971523407,0.0656210741775113
83955786199.95103,0.05791674317989218,0.04739121657456171,0.07093806107456875,0.05501718735176276
102957556731.25127,0.049017332181576966,0.03972108855691505,0.060029367055436,0.046130576804391664
126260010987.48578,0.041494124779014194,0.0332994395153284,0.05079599793645877,0.03868151442494923
154836525658.5496,0.0351323868142365,0.02792165109252444,0.04297907740950143,0.03243615117005467
189880782446.52612,0.029751195055127345,0.02341686822253938,0.036360091468063405,0.027198941265631986
232856629849.81964,0.025198066384533913,0.0196423913914577,0.030754537975443308,0.022806325663620276
285559230199.01117,0.02134445147000301,0.016479009335384726,0.026006583832304954,0.01912146368917824
